Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Rating,day_of_week,month,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_change,future_demand_7,stock_estime,reapprovisionnement,stock_threshold
B,Mandalay,Member,Female,Sports and travel,49.49,4,6.6,3,3,6.285714285714286,6.214285714285714,2.6276913640612154,-0.6,3.0,482.0,0.0,47.941537046091824
B,Mandalay,Normal,Female,Fashion accessories,41.09,10,7.3,3,2,5.285714285714286,5.428571428571429,3.860668582611293,4.0,1.0,441.0,0.0,42.79100287391694
A,Yangon,Normal,Male,Fashion accessories,37.15,4,8.3,5,3,4.857142857142857,5.428571428571429,3.804758924845365,-0.4285714285714286,4.0,445.0,0.0,39.707138387268046
C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,4.3,2,1,6.571428571428571,6.142857142857143,3.359421718944243,-0.875,2.0,459.0,0.0,51.039132578416364
B,Mandalay,Member,Female,Home and lifestyle,77.68,9,9.8,0,2,7.285714285714286,6.428571428571429,3.251373336211727,1.25,6.0,468.0,0.0,55.87706000431759
B,Mandalay,Normal,Female,Fashion accessories,34.7,2,8.2,2,3,5.0,5.214285714285714,3.651483716701105,1.0,2.0,447.0,0.0,40.477225575051655
A,Yangon,Member,Female,Fashion accessories,19.66,10,7.2,4,3,6.285714285714286,5.214285714285714,3.592319850008057,9.0,8.0,457.0,0.0,49.38847977501209
B,Mandalay,Member,Female,Health and beauty,25.32,8,8.7,1,3,4.142857142857143,4.357142857142857,3.387652649872843,0.1428571428571428,4.0,442.0,0.0,34.08147897480927
C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,8.4,1,3,7.285714285714286,6.5,3.251373336211727,0.0,6.0,478.0,0.0,55.87706000431759
B,Mandalay,Normal,Male,Fashion accessories,99.89,2,7.1,1,2,6.142857142857143,4.785714285714286,3.7606990231680526,-0.33333333333333337,1.0,459.0,0.0,48.64104853475208
B,Mandalay,Normal,Male,Sports and travel,75.92,8,5.5,2,3,6.571428571428571,6.142857142857143,2.699206232527309,0.33333333333333326,7.0,490.0,0.0,50.04880934879096
C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,8.5,1,1,4.714285714285714,5.428571428571429,3.903600291794134,-0.8,6.0,478.0,0.0,38.8554004376912
C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,6.2,6,1,5.142857142857143,5.142857142857143,3.3380918415851224,5.0,10.0,490.0,0.0,41.00713776237768
B,Mandalay,Member,Female,Sports and travel,98.13,1,8.9,0,1,6.142857142857143,5.928571428571429,3.338091841585119,-0.75,7.0,491.0,0.0,48.00713776237768
A,Yangon,Member,Female,Sports and travel,51.52,8,9.6,5,2,6.571428571428571,5.928571428571429,3.35942171894424,0.6000000000000001,5.0,499.0,0.0,51.03913257841636
B,Mandalay,Member,Male,Sports and travel,73.97,1,5.4,6,2,5.285714285714286,5.5,3.5456210417116725,-0.9,5.0,500.0,0.0,42.31843156256751
C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,9.1,5,1,5.571428571428571,4.785714285714286,4.237025012007948,-0.8,4.0,460.0,0.0,45.35553751801192
C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,9.0,6,1,6.714285714285714,6.0,3.817254061682111,-0.6666666666666667,5.0,480.0,0.0,52.72588109252317
B,Mandalay,Normal,Female,Sports and travel,93.31,2,6.3,0,3,4.857142857142857,5.571428571428571,3.7606990231680517,-0.6,9.0,502.0,0.0,39.64104853475208
B,Mandalay,Normal,Male,Sports and travel,88.45,1,9.5,0,2,3.5714285714285716,5.357142857142857,3.207134902949093,-0.9,4.0,503.0,0.0,29.81070235442364
A,Yangon,Member,Male,Electronic accessories,24.18,8,9.8,0,1,4.428571428571429,5.785714285714286,3.5050983275386582,-0.19999999999999996,7.0,486.0,0.0,36.257647491307985
B,Mandalay,Member,Female,Sports and travel,48.5,3,6.7,1,1,3.4285714285714284,4.857142857142857,3.2071349029490936,-0.25,9.0,506.0,0.0,28.81070235442364
B,Mandalay,Normal,Female,Food and beverages,84.05,6,7.7,1,1,5.285714285714286,5.428571428571429,3.3523268393901047,0.19999999999999996,6.0,496.0,0.0,42.02849025908516
B,Mandalay,Member,Male,Health and beauty,61.29,5,7.0,4,3,4.714285714285714,4.285714285714286,3.0937725468153903,4.0,2.0,447.0,0.0,37.64065882022309
C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,5.1,5,2,6.285714285714286,6.142857142857143,3.683941988065037,-0.33333333333333337,7.0,486.0,0.0,49.52591298209755
B,Mandalay,Member,Female,Sports and travel,90.74,7,6.2,2,1,3.2857142857142856,4.928571428571429,2.9840847683606295,-0.125,5.0,513.0,0.0,27.476127152540943
A,Yangon,Normal,Female,Home and lifestyle,42.91,5,6.1,5,1,6.142857142857143,6.428571428571429,3.7161167647860336,-0.16666666666666663,1.0,491.0,0.0,48.57417514717905
A,Yangon,Normal,Female,Fashion accessories,54.28,7,9.3,6,1,5.142857142857143,4.642857142857143,3.8483144114694934,-0.30000000000000004,10.0,467.0,0.0,41.77247161720424
A,Yangon,Normal,Male,Electronic accessories,99.55,7,7.6,3,3,5.285714285714286,5.857142857142857,3.2513733362117274,6.0,9.0,493.0,0.0,41.87706000431759
C,Naypyitaw,Member,Male,Sports and travel,58.39,7,8.2,5,2,4.142857142857143,5.142857142857143,3.0783421635988546,6.0,10.0,520.0,0.0,33.617513245398285
C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,8.5,0,3,3.857142857142857,4.571428571428571,3.436498771936892,-0.9,3.0,468.0,0.0,32.15474815790534
B,Mandalay,Member,Male,Health and beauty,54.86,5,9.8,4,3,5.285714285714286,3.9285714285714284,2.6276913640612194,4.0,4.0,452.0,0.0,40.94153704609183
C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,8.7,1,1,5.428571428571429,6.5,3.309438162646488,-0.5,3.0,496.0,0.0,42.96415724396973
A,Yangon,Normal,Male,Home and lifestyle,34.73,2,9.7,4,3,5.571428571428571,6.071428571428571,3.101458950082627,1.0,4.0,498.0,0.0,43.65218842512394
C,Naypyitaw,Member,Male,Sports and travel,71.92,5,4.3,3,1,3.7142857142857144,5.142857142857143,2.627691364061219,-0.375,7.0,525.0,0.0,29.941537046091828
B,Mandalay,Normal,Female,Electronic accessories,45.71,3,7.7,1,3,5.0,5.5,3.3665016461206942,-0.4,8.0,496.0,0.0,40.049752469181044
C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,7.3,2,3,5.142857142857143,6.214285714285714,2.7342623276105913,-0.33333333333333337,3.0,504.0,0.0,40.10139349141589
A,Yangon,Member,Female,Home and lifestyle,37.44,6,5.9,2,2,4.571428571428571,5.928571428571429,1.812653934349935,-0.4,3.0,510.0,0.0,34.7189809015249
C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,5.0,1,1,5.428571428571429,3.7142857142857144,2.3704530408864093,1.0,4.0,454.0,0.0,41.55567956132961
A,Yangon,Normal,Male,Food and beverages,81.71,6,8.0,6,1,4.714285714285714,5.571428571428571,2.6903708365381993,-0.4,10.0,502.0,0.0,37.0355562548073
A,Yangon,Member,Female,Sports and travel,91.41,5,7.1,0,2,4.285714285714286,4.785714285714286,2.3603873774083297,4.0,10.0,530.0,0.0,33.540581066112495
B,Mandalay,Normal,Male,Fashion accessories,39.21,4,9.0,2,1,3.857142857142857,4.357142857142857,3.436498771936892,0.0,9.0,472.0,0.0,32.15474815790534
B,Mandalay,Member,Male,Fashion accessories,59.86,2,6.7,6,1,3.857142857142857,4.428571428571429,3.436498771936892,0.0,2.0,474.0,0.0,32.15474815790534
B,Mandalay,Member,Female,Food and beverages,54.36,10,6.1,3,2,6.0,5.928571428571429,2.7688746209726935,9.0,10.0,512.0,0.0,46.153311931459044
A,Yangon,Normal,Male,Sports and travel,98.09,9,9.3,6,2,5.285714285714286,5.071428571428571,2.6903708365381958,3.5,5.0,539.0,0.0,41.03555625480729
A,Yangon,Normal,Male,Health and beauty,25.43,6,7.0,1,2,5.285714285714286,4.071428571428571,2.288688541085319,-0.1428571428571429,5.0,460.0,0.0,40.43303281162798
A,Yangon,Member,Male,Fashion accessories,86.68,8,7.2,3,1,3.5714285714285716,4.928571428571429,2.8784916685156894,-0.19999999999999996,2.0,482.0,0.0,29.317737502773532
B,Mandalay,Normal,Male,Electronic accessories,22.95,10,8.2,2,2,5.857142857142857,5.785714285714286,3.804758924845368,1.5,6.0,506.0,0.0,46.70713838726805
C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,8.4,1,3,6.571428571428571,5.857142857142857,2.93582145558064,0.8,7.0,521.0,0.0,50.40373218337096
A,Yangon,Normal,Female,Home and lifestyle,28.32,5,6.2,0,3,5.0,5.857142857142857,1.4142135623730994,1.5,5.0,515.0,0.0,37.121320343559645
C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,7.4,3,2,5.142857142857143,5.714285714285714,1.57359158493889,0.16666666666666674,7.0,522.0,0.0,38.36038737740834
B,Mandalay,Member,Female,Fashion accessories,73.96,1,5.0,5,1,3.4285714285714284,4.785714285714286,2.992052966172374,-0.5,9.0,483.0,0.0,28.48807944925856
A,Yangon,Normal,Male,Home and lifestyle,97.94,1,6.9,3,3,4.571428571428571,5.357142857142857,2.2253945610567505,-0.8,2.0,523.0,0.0,35.338091841585126
A,Yangon,Normal,Female,Fashion accessories,73.05,4,4.9,0,2,3.857142857142857,4.714285714285714,2.79455252402308,3.0,7.0,487.0,0.0,31.19182878603462
C,Naypyitaw,Member,Female,Food and beverages,87.48,6,5.1,4,2,7.285714285714286,5.928571428571429,1.7043362064926955,5.0,2.0,527.0,0.0,53.55650430973904
A,Yangon,Normal,Male,Home and lifestyle,30.68,3,9.1,1,1,4.285714285714286,4.857142857142857,2.2886885410853206,-0.4,4.0,526.0,0.0,33.43303281162798
C,Naypyitaw,Member,Male,Health and beauty,75.88,1,7.1,3,1,4.285714285714286,4.071428571428571,2.4299715851758275,-0.875,6.0,461.0,0.0,33.64495737776374
B,Mandalay,Member,Female,Sports and travel,20.18,4,5.0,2,2,5.714285714285714,4.642857142857143,2.0586634591635486,3.0,3.0,543.0,0.0,43.087995188745325
C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.5,0,1,6.571428571428571,5.785714285714286,3.1547394428670255,5.0,1.0,512.0,0.0,50.73210916430054
B,Mandalay,Normal,Female,Food and beverages,71.2,1,9.2,5,1,6.285714285714286,5.357142857142857,2.8702082220799325,-0.875,4.0,528.0,0.0,48.3053123331199
B,Mandalay,Member,Male,Home and lifestyle,38.81,4,4.9,1,3,4.571428571428571,5.071428571428571,2.070196678027066,1.0,7.0,530.0,0.0,35.105295017040596
A,Yangon,Normal,Female,Fashion accessories,29.42,10,8.9,5,1,4.285714285714286,4.714285714285714,3.4982989063393664,0.4285714285714286,7.0,497.0,0.0,35.24744835950905
A,Yangon,Normal,Male,Sports and travel,60.95,9,6.0,0,1,6.571428571428571,5.0,1.988059594776006,2.0,5.0,552.0,0.0,48.982089392164006
B,Mandalay,Normal,Female,Sports and travel,51.54,5,4.2,5,1,6.285714285714286,4.785714285714286,2.0586634591635478,-0.2857142857142857,1.0,557.0,0.0,47.087995188745325
A,Yangon,Normal,Female,Electronic accessories,66.06,6,7.3,2,1,6.0,5.928571428571429,2.768874620972692,-0.4,1.0,518.0,0.0,46.15331193145904
B,Mandalay,Normal,Male,Fashion accessories,57.27,3,6.5,5,2,4.571428571428571,4.214285714285714,3.258688021128686,2.0,2.0,500.0,0.0,36.88803203169303
B,Mandalay,Normal,Female,Fashion accessories,54.31,9,8.9,4,2,5.285714285714286,4.571428571428571,3.638419332360582,1.25,4.0,509.0,0.0,42.45762899854087
B,Mandalay,Normal,Female,Health and beauty,58.24,9,9.7,1,2,5.142857142857143,4.571428571428571,2.9113897843110057,2.0,3.0,470.0,0.0,40.36708467646651
C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,8.6,3,3,6.571428571428571,5.642857142857143,2.1491969707422394,2.0,5.0,524.0,0.0,49.22379545611336
A,Yangon,Member,Male,Electronic accessories,19.32,7,6.9,0,3,6.428571428571429,5.428571428571429,2.0701966780270626,-0.125,3.0,531.0,0.0,48.105295017040596
B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,7.7,6,1,4.142857142857143,4.642857142857143,2.0354009783964337,-0.5,3.0,533.0,0.0,32.05310146759466
B,Mandalay,Member,Female,Fashion accessories,72.04,2,9.5,0,2,5.285714285714286,4.571428571428571,3.638419332360582,0.0,10.0,511.0,0.0,42.45762899854087
C,Naypyitaw,Member,Female,Food and beverages,98.52,10,4.5,2,1,6.857142857142857,6.0,3.184785258515423,0.6666666666666667,4.0,538.0,0.0,52.777177887773135
A,Yangon,Member,Male,Food and beverages,41.66,6,5.6,2,1,6.857142857142857,6.071428571428571,3.184785258515423,0.0,3.0,544.0,0.0,52.777177887773135
A,Yangon,Member,Female,Home and lifestyle,72.42,3,8.2,4,3,3.7142857142857144,4.142857142857143,1.889822365046141,-0.5,3.0,536.0,0.0,28.83473354756921
B,Mandalay,Normal,Male,Electronic accessories,21.58,9,7.3,3,3,6.714285714285714,6.0,2.288688541085317,0.2857142857142858,1.0,540.0,0.0,50.433032811627974
C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,4.4,0,2,7.428571428571429,6.071428571428571,3.359421718944243,0.6666666666666667,3.0,554.0,0.0,57.039132578416364
B,Mandalay,Normal,Female,Electronic accessories,42.42,8,5.7,2,1,7.428571428571429,6.214285714285714,1.6183471874253725,1.6666666666666665,8.0,548.0,0.0,54.42752078113806
A,Yangon,Member,Male,Electronic accessories,74.51,6,5.0,2,3,6.857142857142857,6.357142857142857,1.2149857925879106,-0.4,2.0,554.0,0.0,49.822478688881866
B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.0,2,3,4.428571428571429,4.0,3.5989416433697454,-0.75,5.0,513.0,0.0,36.39841246505462
A,Yangon,Normal,Female,Food and beverages,81.21,10,6.3,3,1,7.428571428571429,6.714285714285714,3.359421718944243,0.0,3.0,564.0,0.0,57.039132578416364
C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,9.4,6,2,6.714285714285714,5.428571428571429,2.497617912751112,0.4285714285714286,3.0,567.0,0.0,50.746426869126665
A,Yangon,Normal,Female,Fashion accessories,65.74,9,7.7,1,1,5.571428571428571,4.5,3.598941643369748,8.0,1.0,522.0,0.0,44.39841246505462
B,Mandalay,Normal,Female,Fashion accessories,79.86,7,5.5,3,1,6.0,4.928571428571429,3.559026084010437,0.75,7.0,529.0,0.0,47.338539126015654
C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,4.1,5,3,7.0,5.357142857142857,2.380476142847613,0.3999999999999999,3.0,574.0,0.0,52.57071421427142
B,Mandalay,Member,Female,Home and lifestyle,82.04,5,7.6,0,2,3.7142857142857144,4.357142857142857,1.889822365046141,0.0,9.0,541.0,0.0,28.83473354756921
B,Mandalay,Member,Male,Sports and travel,26.67,10,8.6,1,1,7.714285714285714,6.0,2.429971585175819,1.0,9.0,584.0,0.0,57.64495737776373
A,Yangon,Member,Male,Food and beverages,10.13,7,8.3,6,3,7.142857142857143,6.857142857142857,3.2877840272018806,-0.2222222222222222,10.0,571.0,0.0,54.93167604080282
B,Mandalay,Normal,Male,Food and beverages,72.39,2,8.1,6,1,6.571428571428571,6.928571428571429,3.8234863173611107,-0.6666666666666667,4.0,573.0,0.0,51.73522947604167
A,Yangon,Normal,Male,Sports and travel,85.91,5,8.6,4,3,7.142857142857143,6.214285714285714,2.5448360411214037,-0.4444444444444444,6.0,589.0,0.0,53.81725406168211
B,Mandalay,Member,Male,Fashion accessories,81.31,7,6.3,4,3,5.571428571428571,4.928571428571429,3.154739442867025,-0.30000000000000004,7.0,536.0,0.0,43.73210916430054
B,Mandalay,Normal,Male,Food and beverages,60.3,4,5.8,2,2,7.0,6.642857142857143,3.2145502536643193,3.0,2.0,577.0,0.0,53.82182538049648
C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.2,0,1,6.142857142857143,6.5,3.0783421635988564,-0.6,9.0,581.0,0.0,47.617513245398285
A,Yangon,Normal,Female,Health and beauty,64.27,4,7.7,1,3,4.571428571428571,4.357142857142857,2.636736799982313,-0.5,10.0,474.0,0.0,35.95510519997347
B,Mandalay,Normal,Male,Health and beauty,69.51,2,8.1,4,3,4.142857142857143,4.428571428571429,2.7945525240230915,-0.6,10.0,476.0,0.0,33.19182878603464
C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,7.3,0,1,5.714285714285714,6.285714285714286,3.302235894778251,-0.5,10.0,584.0,0.0,44.953353842167374
A,Yangon,Member,Female,Health and beauty,77.68,4,8.4,4,2,4.0,4.642857142857143,2.7688746209726958,-0.19999999999999996,7.0,480.0,0.0,32.153311931459044
C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,8.0,2,2,5.428571428571429,5.0,3.3094381626464853,-0.33333333333333337,1.0,538.0,0.0,42.96415724396973
B,Mandalay,Member,Female,Fashion accessories,18.08,4,9.5,0,1,4.714285714285714,5.0,2.927700218845596,-0.5555555555555556,3.0,542.0,0.0,37.391550328268394
B,Mandalay,Normal,Male,Sports and travel,63.06,3,7.0,5,1,7.0,6.357142857142857,2.7688746209726887,-0.25,1.0,592.0,0.0,53.15331193145903
A,Yangon,Normal,Male,Health and beauty,51.71,4,9.8,5,3,4.285714285714286,4.857142857142857,2.6276913640612216,1.0,6.0,484.0,0.0,33.94153704609183
A,Yangon,Normal,Female,Food and beverages,52.34,3,9.2,2,3,4.714285714285714,6.071428571428571,2.811540841738195,-0.7,6.0,587.0,0.0,37.217311262607296
A,Yangon,Normal,Female,Sports and travel,43.06,5,7.7,0,2,6.428571428571429,6.5,2.69920623252731,-0.4444444444444444,9.0,597.0,0.0,49.04880934879097
C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,5.3,3,3,5.857142857142857,5.571428571428571,3.236694374850748,4.0,6.0,552.0,0.0,45.85504156227612
A,Yangon,Normal,Male,Health and beauty,14.62,5,4.4,0,3,4.142857142857143,4.714285714285714,2.5448360411214117,-0.16666666666666663,6.0,489.0,0.0,32.81725406168212
C,Naypyitaw,Member,Male,Health and beauty,46.53,6,4.3,6,3,4.857142857142857,4.571428571428571,2.1930626551751367,5.0,4.0,495.0,0.0,37.2895939827627
C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,9.4,6,1,3.7142857142857144,4.428571428571429,1.889822365046141,0.0,10.0,548.0,0.0,28.83473354756921
A,Yangon,Member,Female,Sports and travel,45.58,1,9.8,3,2,5.857142857142857,6.071428571428571,3.3876526498728388,-0.8,6.0,598.0,0.0,46.08147897480926
A,Yangon,Member,Female,Sports and travel,75.2,3,4.8,1,2,4.857142857142857,5.785714285714286,2.9680841985233175,-0.7,2.0,601.0,0.0,38.45212629778498
B,Mandalay,Member,Male,Sports and travel,96.8,3,5.3,4,3,4.285714285714286,5.642857142857143,2.8702082220799308,-0.5714285714285714,10.0,604.0,0.0,34.30531233311989
B,Mandalay,Normal,Male,Health and beauty,14.82,3,8.7,4,3,4.0,4.571428571428571,1.2909944487358154,-0.6666666666666667,6.0,498.0,0.0,29.936491673103724
A,Yangon,Normal,Male,Food and beverages,52.2,3,9.5,4,2,3.7142857142857144,5.571428571428571,1.6035674514745513,-0.7,3.0,590.0,0.0,28.405351177211827
C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,5.3,6,2,4.142857142857143,5.928571428571429,2.5448360411214073,-0.09999999999999998,2.0,613.0,0.0,32.817254061682114
C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2,5,1,6.285714285714286,5.357142857142857,2.811540841738194,1.5,10.0,557.0,0.0,48.21731126260729
A,Yangon,Member,Female,Home and lifestyle,70.32,2,9.6,6,3,3.857142857142857,4.214285714285714,1.6761634196950566,1.0,2.0,550.0,0.0,29.514245129542584
C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,6.4,2,1,6.142857142857143,6.357142857142857,2.5448360411214073,-0.8333333333333334,5.0,555.0,0.0,46.817254061682114
C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,4.5,5,1,5.142857142857143,5.357142857142857,3.132015933791493,-0.8888888888888888,1.0,558.0,0.0,40.69802390068724
C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,6.9,3,3,4.142857142857143,5.642857142857143,2.6726124191242464,0.4285714285714286,1.0,600.0,0.0,33.008918628686374
B,Mandalay,Normal,Female,Sports and travel,54.51,6,7.8,6,3,4.285714285714286,5.714285714285714,2.627691364061218,0.19999999999999996,9.0,619.0,0.0,33.941537046091824
C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,4.5,1,1,5.142857142857143,5.571428571428571,3.132015933791493,0.0,1.0,565.0,0.0,40.69802390068724
B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,8.6,4,2,4.0,4.142857142857143,1.6329931618554572,0.33333333333333326,10.0,554.0,0.0,30.449489742783186
A,Yangon,Member,Female,Fashion accessories,53.65,7,5.2,6,2,5.142857142857143,5.357142857142857,3.132015933791493,0.0,3.0,572.0,0.0,40.69802390068724
C,Naypyitaw,Member,Female,Food and beverages,49.79,4,6.4,3,3,4.428571428571429,5.5,2.507132682112038,1.0,2.0,604.0,0.0,34.76069902316806
A,Yangon,Normal,Male,Fashion accessories,30.61,1,5.2,2,1,5.0,5.214285714285714,3.3166247903553976,-0.5,1.0,573.0,0.0,39.97493718553309
B,Mandalay,Member,Male,Food and beverages,57.89,2,8.9,3,1,4.142857142857143,5.571428571428571,2.6726124191242464,-0.5,2.0,606.0,0.0,33.008918628686374
A,Yangon,Normal,Female,Electronic accessories,28.96,1,6.2,3,2,5.428571428571429,5.714285714285714,3.207134902949093,-0.8333333333333334,10.0,556.0,0.0,42.81070235442364
C,Naypyitaw,Member,Female,Food and beverages,98.97,9,6.7,5,3,4.857142857142857,5.5,3.2366943748507504,1.25,3.0,615.0,0.0,38.85504156227613
B,Mandalay,Member,Male,Fashion accessories,93.22,3,7.2,3,1,4.857142857142857,4.785714285714286,3.387652649872838,-0.25,4.0,576.0,0.0,39.08147897480926
C,Naypyitaw,Member,Male,Sports and travel,80.93,1,9.0,5,1,4.0,5.5,2.886751345948129,-0.6666666666666667,5.0,620.0,0.0,32.33012701892219
A,Yangon,Member,Male,Food and beverages,67.45,10,4.2,6,2,5.857142857142857,5.785714285714286,3.6253078686998643,2.3333333333333335,5.0,625.0,0.0,46.437961803049795
A,Yangon,Member,Female,Sports and travel,38.72,9,4.2,2,3,4.571428571428571,5.5,3.457221565416505,0.8,3.0,629.0,0.0,37.185832348124755
B,Mandalay,Member,Male,Sports and travel,72.6,6,6.9,6,1,5.285714285714286,5.571428571428571,3.0937725468153867,5.0,7.0,635.0,0.0,41.64065882022308
C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,4.4,3,3,5.285714285714286,5.928571428571429,3.199702367110923,-0.16666666666666663,5.0,561.0,0.0,41.79955355066638
A,Yangon,Member,Male,Food and beverages,98.53,6,4.0,2,1,6.285714285714286,5.5,3.4016802570830467,1.0,3.0,631.0,0.0,49.10252038562457
C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,8.5,3,2,4.285714285714286,5.071428571428571,2.627691364061213,-0.4,3.0,582.0,0.0,33.94153704609182
A,Yangon,Normal,Female,Food and beverages,71.68,3,9.2,3,3,6.285714285714286,5.0,3.4016802570830467,0.0,8.0,634.0,0.0,49.10252038562457
A,Yangon,Member,Female,Food and beverages,91.61,1,9.8,2,3,5.0,4.571428571428571,3.4641016151377566,-0.9,10.0,635.0,0.0,40.19615242270663
B,Mandalay,Member,Female,Home and lifestyle,94.59,7,4.9,3,1,4.428571428571429,4.5,1.9880595947760138,0.75,5.0,561.0,0.0,33.98208939216402
B,Mandalay,Normal,Female,Fashion accessories,83.25,10,4.4,5,1,5.0,5.642857142857143,3.4156502553198638,1.0,1.0,592.0,0.0,40.1234753829798
B,Mandalay,Member,Male,Fashion accessories,91.35,1,6.8,5,2,5.0,5.071428571428571,3.4156502553198638,0.0,6.0,593.0,0.0,40.1234753829798
B,Mandalay,Member,Female,Food and beverages,78.88,2,9.1,5,1,4.714285714285714,4.571428571428571,3.638419332360586,-0.5,3.0,637.0,0.0,38.457628998540876
A,Yangon,Normal,Male,Sports and travel,60.87,2,8.7,5,3,5.142857142857143,5.0,3.2366943748507473,-0.33333333333333337,2.0,637.0,0.0,40.85504156227612
B,Mandalay,Member,Male,Health and beauty,82.58,10,5.0,3,3,4.857142857142857,4.714285714285714,2.60950643025148,1.5,3.0,508.0,0.0,37.91425964537722
A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.5,4,1,4.428571428571429,4.285714285714286,1.9880595947760138,0.0,4.0,564.0,0.0,33.98208939216402
A,Yangon,Normal,Female,Fashion accessories,12.09,1,8.2,5,1,4.142857142857143,4.642857142857143,3.5790395093549585,-0.8571428571428572,4.0,594.0,0.0,34.36855926403244
A,Yangon,Normal,Male,Sports and travel,64.19,10,6.7,5,1,6.142857142857143,5.214285714285714,3.532165125838607,2.3333333333333335,2.0,647.0,0.0,48.29824768875791
A,Yangon,Normal,Male,Electronic accessories,78.31,3,5.4,1,3,4.714285714285714,5.571428571428571,3.1997023671109233,-0.5714285714285714,3.0,564.0,0.0,37.79955355066639
A,Yangon,Member,Male,Food and beverages,83.77,2,7.0,1,1,4.714285714285714,4.428571428571429,3.638419332360586,0.0,2.0,639.0,0.0,38.457628998540876
B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,4.7,0,3,4.428571428571429,4.071428571428571,1.9880595947760138,0.0,10.0,567.0,0.0,33.98208939216402
B,Mandalay,Member,Male,Food and beverages,79.91,3,5.0,2,3,3.857142857142857,4.357142857142857,3.1320159337914975,-0.6666666666666667,4.0,642.0,0.0,31.698023900687247
B,Mandalay,Member,Male,Health and beauty,66.47,10,5.0,1,1,6.0,5.071428571428571,2.8867513459481278,4.0,8.0,518.0,0.0,46.33012701892219
A,Yangon,Normal,Male,Health and beauty,28.95,7,6.0,6,3,6.428571428571429,5.214285714285714,2.760262237369415,0.75,10.0,525.0,0.0,49.14039335605412
C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,6.3,1,3,3.5714285714285716,5.142857142857143,2.81999662276056,-0.8888888888888888,1.0,565.0,0.0,29.22999493414084
B,Mandalay,Member,Female,Food and beverages,17.63,5,8.5,4,3,3.142857142857143,4.5,1.7728105208558422,-0.5,6.0,647.0,0.0,24.659215781283763
B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.5,2,2,3.5714285714285716,4.357142857142857,3.3594217189442364,-0.5714285714285714,10.0,597.0,0.0,30.039132578416353
B,Mandalay,Member,Female,Food and beverages,98.79,3,6.4,5,2,2.7142857142857144,4.5,1.2535663410560258,-0.5,3.0,650.0,0.0,20.88034951158404
C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,4.7,1,3,3.5714285714285716,5.5,2.81999662276056,0.0,10.0,573.0,0.0,29.22999493414084
B,Mandalay,Member,Male,Electronic accessories,55.67,2,6.0,2,3,3.0,4.928571428571429,2.6457513110645934,-0.6666666666666667,1.0,575.0,0.0,24.96862696659689
C,Naypyitaw,Member,Female,Food and beverages,72.52,8,4.0,5,3,3.4285714285714284,4.857142857142857,2.370453040886412,1.6666666666666665,7.0,658.0,0.0,27.55567956132962
C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,5.5,5,2,3.5714285714285716,4.857142857142857,2.5727509827124027,4.0,9.0,580.0,0.0,28.859126474068603
A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.7,4,1,5.0,4.357142857142857,2.6457513110645934,0.8,9.0,576.0,0.0,38.96862696659689
