Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,year,month,day,weekday,is_weekend,is_holiday,Total_Sales,Rolling_Mean_7
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,236.58,4.761904762,11.829,9.4,2019,3,25,0,0,0,236.57999999999998,274.1142857142857
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,184.88,4.761904762,9.244,6.2,2019,3,12,1,0,0,184.88,297.82857142857137
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,13.98,4.761904762,0.699,9.8,2019,2,4,0,0,0,13.98,237.06571428571425
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,2019,2,22,4,0,0,198.75,347.1742857142857
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30,Ewallet,684.53,4.761904762,34.2265,4.9,2019,2,16,5,1,0,684.5300000000001,408.8957142857143
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28,Credit card,269.04,4.761904762,13.452,8.0,2019,1,19,5,1,0,269.04,297.68285714285713
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07,Credit card,68.95,4.761904762,3.4475,7.8,2019,1,11,4,0,0,68.94999999999999,212.75714285714284
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,274.84,4.761904762,13.742,4.1,2019,1,4,4,0,0,274.84,379.08714285714285
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48,Ewallet,226.12,4.761904762,11.306,5.5,2019,3,4,0,0,0,226.12,231.6885714285714
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24,Ewallet,119.1,4.761904762,5.955,5.4,2019,1,28,0,0,0,119.1,340.6842857142857
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00,Cash,342.1,4.761904762,17.105,5.1,2019,1,2,2,0,0,342.1,293.1714285714285
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29,Ewallet,43.74,4.761904762,2.187,6.9,2019,1,25,4,0,0,43.74,293.2214285714286
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,104.85,4.761904762,5.2425,7.8,2019,1,4,4,0,0,104.85,231.25
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,77.52,4.761904762,3.876,6.6,2019,3,10,6,1,0,77.52,283.78142857142853
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36,Ewallet,407.44,4.761904762,20.372,9.2,2019,3,22,4,0,0,407.44,229.79999999999998
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,2019,1,25,4,0,0,96.11,225.69428571428574
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,181.52,4.761904762,9.076,8.7,2019,1,8,1,0,0,181.52,207.80999999999997
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57,Ewallet,81.51,4.761904762,4.0755,9.2,2019,1,22,1,0,0,81.51,191.16714285714286
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13,Ewallet,114.44,4.761904762,5.722,8.3,2019,1,12,5,1,0,114.44,196.1242857142857
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,176.54,4.761904762,8.827,8.2,2019,2,4,0,0,0,176.54,135.95142857142858
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,115.8,4.761904762,5.79,7.5,2019,3,28,3,0,0,115.80000000000001,186.50571428571428
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,252.15,4.761904762,12.6075,9.8,2019,1,23,2,0,0,252.14999999999998,144.33
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00,Credit card,972.1,4.761904762,48.605,8.7,2019,2,8,4,0,0,972.0999999999999,410.03714285714284
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42,Credit card,203.36,4.761904762,10.168,6.7,2019,3,19,1,0,0,203.36,404.59714285714284
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36,Cash,16.28,4.761904762,0.814,5.0,2019,3,9,5,1,0,16.28,352.7085714285714
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,365.49,4.761904762,18.2745,7.0,2019,1,2,2,0,0,365.49,376.5285714285714
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01,Cash,372.19,4.761904762,18.6095,8.9,2019,1,21,0,0,0,372.19,193.93714285714285
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,62.61,4.761904762,3.1305,8.0,2019,3,20,2,0,0,62.61,166.20714285714286
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27,Cash,336.35,4.761904762,16.8175,6.9,2019,2,27,2,0,0,336.34999999999997,236.34142857142857
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53,Ewallet,906.5,4.761904762,45.325,7.3,2019,3,8,4,0,0,906.5,291.82142857142856
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48,Credit card,138.16,4.761904762,6.908,6.9,2019,1,31,3,0,0,138.16,298.4757142857143
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53,Ewallet,86.54,4.761904762,4.327,5.7,2019,3,8,4,0,0,86.54,138.48142857142858
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14,Ewallet,140.76,4.761904762,7.038,6.4,2019,1,13,6,1,0,140.76,138.17857142857142
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36,Credit card,668.78,4.761904762,33.439,9.6,2019,3,9,5,1,0,668.7800000000001,354.7528571428571
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,47.44,4.761904762,2.372,6.8,2019,2,22,4,0,0,47.44,344.5157142857143
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,893.16,4.761904762,44.658,9.0,2019,3,19,1,0,0,893.16,316.89
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51,Ewallet,331.72,4.761904762,16.586,9.6,2019,1,20,6,1,0,331.72,353.44714285714286
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37,Credit card,203.94,4.761904762,10.197,7.7,2019,3,8,4,0,0,203.94,303.4828571428571
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15,Ewallet,68.16,4.761904762,3.408,7.0,2019,3,8,4,0,0,68.16,129.99857142857144
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38,Credit card,326.88,4.761904762,16.344,6.5,2019,2,7,3,0,0,326.88,171.36142857142858
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,87.2,4.761904762,4.36,8.1,2019,1,15,1,0,0,87.2,103.69142857142857
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35,Credit card,707.44,4.761904762,35.372,4.3,2019,3,22,4,0,0,707.44,379.8528571428572
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42,Credit card,802.89,4.761904762,40.1445,6.5,2019,1,15,1,0,0,802.89,391.77
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11,Ewallet,12.78,4.761904762,0.639,9.5,2019,1,8,1,0,0,12.78,207.47000000000003
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43,Cash,133.7,4.761904762,6.685,9.7,2019,1,15,1,0,0,133.70000000000002,360.5185714285714
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58,Credit card,19.15,4.761904762,0.9575,9.5,2019,1,28,0,0,0,19.15,161.47857142857146
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,276.6,4.761904762,13.83,8.9,2019,2,14,3,0,0,276.6,109.40857142857143
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38,Credit card,137.22,4.761904762,6.861,6.5,2019,3,10,6,1,0,137.22,198.02142857142857
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07,Credit card,27.07,4.761904762,1.3535,5.3,2019,1,12,5,1,0,27.07,116.4742857142857
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02,Credit card,39.12,4.761904762,1.956,9.6,2019,3,26,1,0,0,39.12,359.8585714285714
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,448.26,4.761904762,22.413,6.7,2019,1,1,1,0,1,448.26,227.79571428571427
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50,Cash,132.06,4.761904762,6.603,7.6,2019,1,2,2,0,0,132.06,235.68714285714285
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,2019,3,16,5,1,0,318.05,144.99428571428572
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,25.0,4.761904762,1.25,5.5,2019,3,3,6,1,0,25.0,105.06714285714285
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47,Cash,83.08,4.761904762,4.154,4.7,2019,1,31,3,0,0,83.08,222.81857142857143
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,147.8,4.761904762,7.39,6.9,2019,2,13,2,0,0,147.79999999999998,216.81
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,696.6,4.761904762,34.83,4.5,2019,2,15,4,0,0,696.6,227.9657142857143
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24,Cash,793.9,4.761904762,39.695,6.2,2019,2,7,3,0,0,793.9,311.0128571428572
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58,Cash,465.7,4.761904762,23.285,7.6,2019,1,27,6,1,0,465.7,341.52
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52,Credit card,35.89,4.761904762,1.7945,7.9,2019,2,23,5,1,0,35.89,224.14857142857144
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,202.6,4.761904762,10.13,4.5,2019,2,3,6,1,0,202.60000000000002,240.72857142857143
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25,Credit card,730.5,4.761904762,36.525,8.7,2019,3,3,6,1,0,730.5,335.34857142857146
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,295.8,4.761904762,14.79,6.1,2019,2,3,6,1,0,295.8,391.0414285714286
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,18:58,Cash,22.62,4.761904762,1.131,6.4,2019,3,17,6,1,0,22.62,326.1228571428571
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,15:31,Credit card,256.7,4.761904762,12.835,9.1,2019,3,28,3,0,0,256.70000000000005,323.28000000000003
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,11:22,Credit card,545.5,4.761904762,27.275,7.1,2019,3,2,5,1,0,545.5,420.92
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12,Credit card,260.05,4.761904762,13.0025,7.7,2019,2,8,4,0,0,260.05,128.48714285714286
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,18:33,Cash,222.12,4.761904762,11.106,4.5,2019,3,22,4,0,0,222.12,325.0571428571429
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02,Ewallet,21.58,4.761904762,1.079,7.2,2019,2,9,5,1,0,21.58,280.9271428571429
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,11:21,Cash,98.84,4.761904762,4.942,8.4,2019,2,15,4,0,0,98.84,335.53142857142853
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10,Ewallet,502.62,4.761904762,25.131,5.4,2019,1,23,2,0,0,502.62,461.57571428571424
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40,Cash,160.2,4.761904762,8.01,9.7,2019,1,25,4,0,0,160.2,300.55428571428575
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31,Credit card,431.3,4.761904762,21.565,5.5,2019,2,2,5,1,0,431.3,226.21142857142857
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,17:58,Cash,580.56,4.761904762,29.028,4.6,2019,3,30,5,1,0,580.56,199.78
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04,Cash,322.2,4.761904762,16.11,6.6,2019,3,30,5,1,0,322.2,334.86285714285714
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,20:35,Credit card,195.54,4.761904762,9.777,6.3,2019,2,25,0,0,0,195.54000000000002,211.3657142857143
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,16:10,Credit card,166.3,4.761904762,8.315,4.2,2019,3,18,0,0,0,166.29999999999998,223.24857142857144
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,16:54,Ewallet,336.28,4.761904762,16.814,4.4,2019,3,7,3,0,0,336.28,318.86571428571426
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11,Ewallet,343.7,4.761904762,17.185,6.7,2019,3,16,5,1,0,343.7,253.2485714285714
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,38.6,4.761904762,1.93,6.7,2019,1,29,1,0,0,38.6,305.5142857142857
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29,Cash,527.76,4.761904762,26.388,8.4,2019,2,2,5,1,0,527.76,256.8071428571429
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12,Cash,328.0,4.761904762,16.4,6.2,2019,2,15,4,0,0,328.0,340.5028571428571
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,185.7,4.761904762,9.285,5.0,2019,1,8,1,0,0,185.7,274.18857142857144
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,603.8,4.761904762,30.19,6.0,2019,2,12,1,0,0,603.8000000000001,515.53
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,369.8,4.761904762,18.49,7.0,2019,1,1,1,0,1,369.79999999999995,284.76
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,15:25,Ewallet,197.96,4.761904762,9.898,6.6,2019,3,21,3,0,0,197.96,235.11142857142855
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,14:42,Cash,410.9,4.761904762,20.545,7.3,2019,2,28,3,0,0,410.90000000000003,265.1742857142857
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,148.6,4.761904762,7.43,8.3,2019,3,23,5,1,0,148.6,190.86285714285714
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47,Cash,22.96,4.761904762,1.148,4.3,2019,1,30,2,0,0,22.96,460.6042857142857
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21,Ewallet,699.12,4.761904762,34.956,9.8,2019,2,4,0,0,0,699.1200000000001,534.5471428571428
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,69.4,4.761904762,3.47,8.2,2019,3,13,2,0,1,69.4,194.0
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,196.6,4.761904762,9.83,7.2,2019,3,15,4,0,0,196.6,220.26
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,20:24,Ewallet,202.56,4.761904762,10.128,8.7,2019,3,5,1,0,0,202.56,187.13285714285712
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,4.761904762,6.06,8.4,2019,3,5,1,0,0,121.19999999999999,422.3614285714286
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48,Ewallet,199.78,4.761904762,9.989,7.1,2019,2,26,1,0,0,199.78,229.19714285714284
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,14:14,Cash,607.36,4.761904762,30.368,5.5,2019,3,20,2,0,0,607.36,290.1457142857143
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51,Cash,126.44,4.761904762,6.322,8.5,2019,1,1,1,0,1,126.44,245.15142857142857
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17,Cash,541.44,4.761904762,27.072,6.2,2019,1,27,6,1,0,541.4399999999999,329.0285714285714
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,17:36,Cash,98.13,4.761904762,4.9065,8.9,2019,1,21,0,0,0,98.13,281.2785714285714
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,412.16,4.761904762,20.608,9.6,2019,2,2,5,1,0,412.16,316.40142857142854
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53,Credit card,73.97,4.761904762,3.6985,5.4,2019,2,3,6,1,0,73.97,277.86857142857144
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40,Ewallet,31.9,4.761904762,1.595,9.1,2019,1,5,5,1,0,31.9,212.64000000000001
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,138.8,4.761904762,6.94,9.0,2019,1,27,6,1,0,138.8,413.0557142857143
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,17:53,Cash,186.62,4.761904762,9.331,6.3,2019,3,25,0,0,0,186.62,278.0
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36,Credit card,88.45,4.761904762,4.4225,9.5,2019,2,25,0,0,0,88.45,237.80714285714288
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,193.44,4.761904762,9.672,9.8,2019,1,28,0,0,0,193.44,206.25714285714284
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50,Cash,145.5,4.761904762,7.275,6.7,2019,1,8,1,0,0,145.5,230.31285714285715
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48,Credit card,504.3,4.761904762,25.215,7.7,2019,1,29,1,0,0,504.29999999999995,372.12857142857143
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28,Cash,306.45,4.761904762,15.3225,7.0,2019,3,29,4,0,0,306.45,228.1757142857143
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15,Credit card,95.7,4.761904762,4.785,5.1,2019,2,9,5,1,0,95.69999999999999,312.0285714285714
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,18:03,Credit card,635.18,4.761904762,31.759,6.2,2019,1,16,2,0,0,635.18,234.28714285714287
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,2019,1,5,5,1,0,214.54999999999998,270.87571428571425
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,379.96,4.761904762,18.998,9.3,2019,1,27,6,1,0,379.96000000000004,205.3057142857143
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,696.85,4.761904762,34.8425,7.6,2019,3,14,3,0,0,696.85,291.6871428571429
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49,Credit card,408.73,4.761904762,20.4365,8.2,2019,2,23,5,1,0,408.73,278.65857142857146
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,2019,3,18,0,0,0,51.47,153.95857142857145
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,16:48,Ewallet,274.3,4.761904762,13.715,9.8,2019,3,29,4,0,0,274.3,263.4942857142857
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,20:46,Credit card,196.95,4.761904762,9.8475,8.7,2019,1,22,1,0,0,196.95,212.75428571428571
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,69.46,4.761904762,3.473,9.7,2019,3,1,4,0,0,69.46,219.39714285714282
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05,Credit card,359.6,4.761904762,17.98,4.3,2019,1,17,3,0,0,359.6,271.15000000000003
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,10:34,Credit card,137.13,4.761904762,6.8565,7.7,2019,3,26,1,0,0,137.13,265.24857142857144
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23,Cash,499.02,4.761904762,24.951,7.3,2019,3,20,2,0,0,499.02,190.81142857142854
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,224.64,4.761904762,11.232,5.9,2019,2,6,2,0,0,224.64,205.58857142857138
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43,Cash,125.74,4.761904762,6.287,5.0,2019,1,1,1,0,1,125.74,277.8857142857143
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,490.26,4.761904762,24.513,8.0,2019,1,27,6,1,0,490.26,337.8085714285714
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,2019,2,25,0,0,0,457.04999999999995,325.8757142857143
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,20:03,Credit card,156.84,4.761904762,7.842,9.0,2019,1,16,2,0,0,156.84,155.1357142857143
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,14:55,Ewallet,119.72,4.761904762,5.986,6.7,2019,1,13,6,1,0,119.72,162.3242857142857
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,543.6,4.761904762,27.18,6.1,2019,2,7,3,0,0,543.6,412.23428571428576
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,882.81,4.761904762,44.1405,9.3,2019,2,17,6,1,0,882.8100000000001,425.3314285714286
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,152.58,4.761904762,7.629,7.0,2019,2,12,1,0,0,152.57999999999998,262.53285714285715
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,18:04,Credit card,693.44,4.761904762,34.672,7.2,2019,1,24,3,0,0,693.44,233.3014285714286
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20,Ewallet,229.5,4.761904762,11.475,8.2,2019,2,6,2,0,0,229.5,249.99428571428572
